id,question,correctAnswer,answerA,answerB,answerC,answerD
110278,"In the Ramsauer-Townsend effect, this phenomenon occurs with unity probability when certain boundary conditions are satisfied.",C,Black hole,Seafloor spreading,Quantum tunnelling,Stark effect
110285,"This type of algebra is a non-empty collection F of subsets of X such that if A is in F, then so is the complement of A, and if A-sub-N is a sequence of elements of F, then the union of those An is in F. This letter also designates a baryon containing a strange quark with the other two quarks being up and/or downs.",B,Don Giovanni,Sigma,Group (mathematics),Hamiltonian (quantum mechanics)
110286,"They can be synthesized by the McFadyen-Stevens reaction and the Nef reaction, and aromatic examples of them are created by the Gattermann-Koch reaction.",A,Aldehyde,Ketone,Boron,Benzene
110295,The distances between an arbitrary point to one of these figures sides and vertices is given by the Erdos-Mordell inequality.,C,Hamiltonian (quantum mechanics),Don Giovanni,Triangle,Group (mathematics)
110298,"In some species, these bodies may be surrounded by segrosomes, and a convenient method of creating them is the LR/BP clonase gateway system.",A,Plasmid,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics)
110309,Nikuni et al.,B,Group (mathematics),Bose-Einstein condensate,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
110316,"Aromatic versions of these compounds can be produced from aryl halides in the Rosenmund-von Braun reaction, and a variation of the Friedel-Crafts reaction that uses one of them as a reagent is the Hoben-Hoesch reaction.",C,Ketone,Alcohol,Nitrile,Epoxide
110318,The Chinese goddess of this entity obtained her position after swallowing a large pill and is named Chang-e.,A,Moon,Ralph Vaughan Williams,Tezcatlipoca,Cosmic ray
110321,"One sub-pathway in this process is activated by Hageman factor and prekallikrein, and one critical protein in this pathway is Gamma-glutamyl carboxylase, which acts upon Proteins S, C and Z. VKORC recycles one important molecule in this process, which is why warfarin is often used to inhibit this process.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Coagulation
110327,"This law is the basis of the Hodgkin-Huxley model, and its namesake also noted that the ear perceives sound as the sum of harmonic tones.",A,Ohm's law,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
110331,"Over the space of Schwartz functions, this operation is an endomorphism.",A,Fourier transform,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
110349,"One alternative to this reaction uses diorganochromium and is named for Takai, while one variant is further modified by using KHMDS and is named for Still.",C,Hamiltonian (quantum mechanics),Group (mathematics),Wittig reaction,Georg Wilhelm Friedrich Hegel
110352,"The expression of this protein is partly controlled by the binding of NeuroD1 and Par1, and its secretion is inhibited by SIRT4, which ADP-ribosylates glutamate dehydrogenase.",D,Glycolysis,Abscisic acid,Glycogen,Insulin
208658,These organisms were used to develop a model for frameshift mutations named after Streisinger.,B,Antibody,Bacteriophage,Actin,Microtubule
204078,"This quantity can be shown to equal magnetomotive force times mu-nought times a material's permittivity times vector potential divided by circuit length, because MMF divided by this quantity gives the reluctance.",D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Magnetic flux
110366,A metric version of this problem is the subject of the Christofides algorithm.,C,Clausius-Clapeyron relation,Raoult's law,Travelling salesman problem,Prime number
110376,"In Drosophila, the growth of these structures is controlled by the interaction of Stilt and Robo receptors, while in vertebrates they are guided by a gradient of Ephrins and the interaction between Semaphorins and Plexins.",D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Axon
110382,These objects are dispersed away from a Fermi surface in Kohn Scattering.,D,Diamagnetism,Diffraction,Paramagnetism,Phonon
110385,"This enzymes functions are duplicated by the ALT pathway, and its promoter contains 5 elements that bind the transcription factor Sp1.",B,Georg Wilhelm Friedrich Hegel,Telomerase,Group (mathematics),Hamiltonian (quantum mechanics)
110390,"The transcripts of the episomal form of this virus are unstable because they contain a series of uracil residues in their poly-(A) tail, and one version of it causes epidermodysplasia verruciformis.",A,Human papillomavirus,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
110395,"The Knudsen type of this process occurs in long pores, and Dynkins formula describes the Ito type.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Diffusion
110403,"One method of measuring this quantity was modified by both Ramay and Shields and Guggenheim and Katayama, and contains a V to the 2/3 term and is used to relate this quantity to temperature.",B,Hamiltonian (quantum mechanics),Surface tension,Georg Wilhelm Friedrich Hegel,Group (mathematics)
110414,"One person managed to prove the Snark theorem while working on this problem, and one generalization is stated in terms of edge contractions and is named for Hadwiger.",C,Leonhard Euler,Augustin-Louis Cauchy,Four color theorem,Travelling salesman problem
208721,A ring of impact features on this body is named for Gaubatino.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Titan (moon)
110421,"When these substances have an anisotropic momentum distribution, they are subject to Weibel instabilities, and columns of these substances with strong axial currents develop Kink oscillations.",B,Group (mathematics),Plasma (physics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
110426,"Its formulator extended it by citing work that he had performed under Kolbe, while Henrys independent discovery of this statement led to another generalization by its formulator.",B,Abscisic acid,Markovnikov's rule,Ulysses (poem),Stanley Milgram
110427,"The Anscombe transformation is used in systems which follow this distribution, and variables that follow this distribution are subject to Robbins Lemma.",C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Poisson distribution,Group (mathematics)
110432,"These compounds are commonly synthesized via the tryptamine pathway or the IPA pathway, and one mode of their action involves the formation of ARF homodimers.",A,Auxin,Cholesterol,Glycogen,Niacin
208737,Four of these objects commingle at a point in current-current interactions.,C,Group (mathematics),Hamiltonian (quantum mechanics),Fermion,Georg Wilhelm Friedrich Hegel
110439,One method of performing this operation on a distributed system is Cannons algorithm.,A,Matrix multiplication,Group (mathematics),Hamiltonian (quantum mechanics),Transcription (genetics)
110446,J.E.,C,Diffraction,Cherenkov radiation,Meissner effect,Group (mathematics)
208752,"When this quantity is independent of the time, action-angle coordinates can be used.",A,Hamiltonian (quantum mechanics),Arrhenius equation,Thermoelectric effect#Seebeck effect,Helmholtz free energy
110450,"Werners complex contains 3 atoms of chlorine and 3 molecules of this compound as ligands, and this compound is produced by a molybdenum-iron-copper complex-containing enzyme in some organisms.",D,Benzene,Boron,Ketone,Ammonia
110454,Recent observations of this body have revealed a bright West Virginia-sized spot on its surface just southeast of the Xanadu region.,C,Cherenkov radiation,Seafloor spreading,Titan (moon),Mantle (geology)
110456,"In 2003, Iwata and Kabak used crystallography to obtain the structure of its lactose transporter.",A,Escherichia coli,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
110462,A type of differentiable manifold in which each tangent space has an inner product that varies smoothly is named for this man.,C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Bernhard Riemann,Hamiltonian (quantum mechanics)
110466,"The Bartoli synthesis uses three equivalents of them to produce indoles, and another reaction that uses them results in the production of enol lactones, the Fujimoto-Belleau reaction.",D,Sulfuric acid,Amino acid,Wittig reaction,Grignard reaction
110470,"Recent research has shown that Pif1 directs the movement of these objects, and the cancer drug Cytarabine causes destabilization of them.",A,Okazaki fragments,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
208779,"Kenneth De Jong introduced crowding methods to deal with one problem in these algorithms, of  which Goldberg et.",B,Group (mathematics),Genetic algorithm,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
110479,"Mayer and Atzrodt have developed models to investigate the use of this property in actuators, and wafers possessing this property are used to control scanning microscopes in the nanometer range.",C,Group (mathematics),Don Giovanni,Piezoelectricity,Hamiltonian (quantum mechanics)
208786,"One type of this molecule goes through A, P, and E sites before being degraded.",B,Hamiltonian (quantum mechanics),RNA,Group (mathematics),Don Giovanni
110485,A 2005 study at the SLAC showed the lessening strength of this entity at longer distances.,C,G. E. Moore,Arrow's impossibility theorem,Weak interaction,Hamiltonian (quantum mechanics)
208794,"The rate at which one process occurs in these devices is proportional to Einstein's B-coefficient, and mode-locking can make them active for shorter periods of time.",D,Spin (physics),Arrhenius equation,Thermoelectric effect#Seebeck effect,Laser
110491,Mutations in the sixth type of this molecule causes Bethlem myopathy and Ullrich myopathy.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Collagen
